id,scrape_timestamp,scrape_source,scrape_company_name,scrape_company_domain,job_title_scrape,scrape_job_title,scrape_job_url,scrape_job_location,scrape_category,scrape_keyword,scrape_job_intent,scrape_type_of_job,scrape_job_description,scrape_posted_time,scrape_country,scrape_job_post_date,scrape_job_scrape_date,scrape_timezone,scrape_company_size
1382747,2023-12-14T08:46:06.487Z,Indeed,Amazon.com Services ,sell.amazon.com,"Software Development Engineer, AWS App Runner","Software Development Engineer, AWS App Runner",https://www.indeed.com/rc/clk?jk=761cdc24701113d1&bb=7cDPVdzvP8mr9XD5J8MKQLZWzbSBgLkpC34bxSzM2ACT8dlDjD85JJX7E0EgocQeXyDxF-ZejFISUJgAZfRuUeJM_KiyQajnYmm4hk4DZuw%3D&xkcb=SoDw67M3Hz4MJZw4h50PbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,"Jersey City, NJ",Web App Development / Javascript,Web App Developer,aws,Full-time,,,"Jersey City, NJ",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382749,2023-12-14T08:46:23.141Z,Indeed,Warner Bros Careers,careers.wbd.com,Senior Machine Learning Engineer - Java Development,Senior Machine Learning Engineer - Java Development,https://www.indeed.com/rc/clk?jk=89ac3dbbb0090901&bb=7cDPVdzvP8mr9XD5J8MKQPrbUGhAByvWJsRRBfe-kV9epEvoUkf35E5qQU9_S0W2LORP38Pyjqj99zx3SonPV9ICy6j1u58RAqWt1osgipc%3D&xkcb=SoDZ67M3Hz4MJZw4h50NbzkdCdPP&fccid=fdb210f6a49b1c13&vjs=3,"San Francisco, CA",Web App Development / Javascript,Web App Developer,artificial_intelligence,"$132,300 - $245,700 a year - Full-time",,,"San Francisco, CA",12/14/2023,12/14/2023,Pacific Standard Time,N/A
1382754,2023-12-14T08:47:07.105Z,Indeed,The Hanover Insurance Group,hanover.com,"Associate Solution Developer,Associate Solution Developer,Corporate Actuarial - Assoc Solutions Developer",Corporate Actuarial - Assoc Solutions Developer,https://www.indeed.com/rc/clk?jk=f0d3f5d6555e4f6c&bb=7cDPVdzvP8mr9XD5J8MKQBQD5R8sKDQs49w1DHG3G7hybBTn5GWTREvi_lOev_zqold8HXrhwDYwK3A8UlXAeokZZfY_JHiuF0xutPikz3Y%3D&xkcb=SoAZ67M3Hz4MJZw4h50AbzkdCdPP&fccid=586c8a8a205f16bb&vjs=3,"Worcester, MA",Web App Development / Javascript,Web App Developer,general_engineering,Full-time,,,"Worcester, MA",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382756,2023-12-14T08:47:24.287Z,Indeed,"Marriott International,",marriott.com,"Sr. Director, Campaign Operations","Sr. Director, Campaign Operations",https://www.indeed.com/rc/clk?jk=96e49487cc7a7bb3&bb=7cDPVdzvP8mr9XD5J8MKQLJHirpZSHTBSJMKT8hsHFCM_f0TCvczwhv_EkwKexl5VVARO5o5aQon_Q2blKm7RY0jlX4CSLwGGtF7FzFLga8%3D&xkcb=SoAj67M3Hz4MJZw4h50GbzkdCdPP&fccid=0b6c496064ecd79a&vjs=3,"Bethesda, MD 20814",Web App Development / Javascript,Web App Developer,review_intent,Full-time,,,"Bethesda, MD 20814",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382757,2023-12-14T08:47:30.026Z,Indeed,Boat Planet,boatplanet.com,Sr. Developer,Sr. Developer,https://www.indeed.com/rc/clk?jk=1caf80c94d22e661&bb=7cDPVdzvP8mr9XD5J8MKQLNg5_2YU2qgNdwVsYipZgNzh1HrKBSsyRCgSHHWDEHlShwCbJdP6VQodZadHU9ejY3NQyFD20eGt4jO8xrjNKI%3D&xkcb=SoC-67M3Hz4MJZw4h50FbzkdCdPP&fccid=31d255918524181b&cmp=Boat-Planet&ti=Senior+Developer&vjs=3,Remote,Web App Development / Javascript,Web App Developer,backend,"$100,000 - $120,000 a year - Full-time",,,Remote,12/14/2023,12/14/2023,,N/A
1382759,2023-12-14T08:48:13.315Z,Indeed,Sketchy Group ,sketchy.com,"Senior Software Developer, Backend,Senior Software Developer, Backend,Senior Software Developer, Backend","Senior Software Developer, Backend",https://www.indeed.com/rc/clk?jk=6bcaf91306c968dd&bb=FiLJTKoyInvRqsDMYZ6c5at4hL9RsoQ0IiBOAi4uMXy-fCiwvgiZNbFv2geEtyyl&xkcb=SoB_67M3Hz4Z1OWNpZ0LbzkdCdPP&fccid=327dd22a24fe8212&vjs=3,Remote,Web App Development / Javascript,TypeScript Developer,general_engineering,"$140,000 - $160,000 a year",,,Remote,12/14/2023,12/14/2023,,N/A
1382760,2023-12-14T08:48:18.955Z,Indeed,Acklen Avenue Software,acklenavenue.com,"Mid-Full Stack Developer,Mid-Full Stack Developer,Mid-Full Stack Developer,Mid-Full Stack Developer,Mid-Full Stack Developer,Mid-Full Stack Developer,Mid-Full Stack Developer,Mid-Full Stack Developer,Mid-Full Stack Developer,Mid-Full Stack Developer",Mid-Full Stack Developer,https://www.indeed.com/rc/clk?jk=2c3d090d1fadd5c5&bb=FiLJTKoyInuJfBRkmsU_Yiy4kG96FYINCYJpEA1SA2OeyUuJSyt7xZ1aXAduLplp&xkcb=SoBW67M3Hz4Z1OWNpZ0JbzkdCdPP&fccid=79e9cc7a9e59c9f1&vjs=3,Remote,Web App Development / Javascript,TypeScript Developer,backend,Full-time,,,Remote,12/14/2023,12/14/2023,,N/A
1382762,2023-12-14T08:48:33.089Z,Indeed,Carnegie Learning,carnegielearning.com,Senior Software Engineer,Senior Software Engineer,https://www.indeed.com/rc/clk?jk=a33adf178002ad54&bb=FiLJTKoyInvCYcfSNMXzoPe-OxcGDDplLdeTCCnTKB3KndIbhCyB-bzE6BfYjObt&xkcb=SoBF67M3Hz4Z1OWNpZ0NbzkdCdPP&fccid=6e5da4272f4bc242&vjs=3,Pennsylvania,Web App Development / Javascript,TypeScript Developer,general_engineering,"$105,000 - $135,000 a year - Full-time",,,Pennsylvania,12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382763,2023-12-14T08:48:39.539Z,Indeed,Arthrex,arthrex.com,Software QA Engineer I (Onsite),Software QA Engineer I (Onsite),https://www.indeed.com/rc/clk?jk=c41871b35b23316c&bb=C8g5VjmPYq0OJYczUkJgvioA9lh8-Bhbscbmmwo0Qnfwf4kJV3fqYJ-kjSmdaXF9&xkcb=SoA667M3Hz4Z1O2NpZ0LbzkdCdPP&fccid=0cf47cda5696acc2&vjs=3,"Santa Barbara, CA 93111",Web App Development / Javascript,TypeScript Developer,quality_assurance,N/A,,,"Santa Barbara, CA 93111",12/14/2023,12/14/2023,Pacific Standard Time,N/A
1382765,2023-12-14T08:48:52.892Z,Indeed,Airbus,airbus.com,"Senior Software Engineer,Senior Software Engineer,Senior Software Engineer,Senior Software Engineer,Senior Software Engineer,Senior Software Engineer",Senior Software Engineer,https://www.indeed.com/rc/clk?jk=09e0eb7fd0078ed4&bb=C8g5VjmPYq0x7UjEDhrz-LDNjLl0Zv1X96o87zCrVTihUdEmvJGJfoVt5IsHkigu&xkcb=SoAp67M3Hz4Z1O2NpZ0PbzkdCdPP&fccid=2d0740e02e80cf22&vjs=3,"Mukilteo, WA",Web App Development / Javascript,TypeScript Developer,general_engineering,"$135,000 - $174,000 a year - Full-time",,,"Mukilteo, WA",12/14/2023,12/14/2023,Pacific Standard Time,N/A
1382768,2023-12-14T08:49:16.342Z,Indeed,CF,cfna.com,"Full Stack Engineer,Full Stack Engineer,Full Stack Engineer,Full Stack Engineer",Full Stack Engineer,https://www.indeed.com/rc/clk?jk=befbfa65b2660a82&bb=xJiWjRVBY-gFCqz41tE-TjCuXg10ybBITtSkJmFs3V1Vb1tLwu1oFNRf7bsUpDZT&xkcb=SoA467M3Hz4Z1JWNpZ0KbzkdCdPP&fccid=e290923a98afee94&vjs=3,"Reston, VA",Web App Development / Javascript,TypeScript Developer,backend,"$68,325 - $116,152 a year - Full-time",,,"Reston, VA",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382771,2023-12-14T08:49:38.784Z,Indeed,Upswing,upswingpoker.com,.NET Full-stack Software Engineer,.NET Full-stack Software Engineer,https://www.indeed.com/rc/clk?jk=db55449dd0fff2fc&bb=uwMAjASUlvDqp_aHf1Yq03pDM5naL9J2PR543u-3RR-BUtxS9ttdbeP8vmAGWlCh&xkcb=SoB967M3Hz4Z1J2NpZ0KbzkdCdPP&fccid=9f653336b329bd76&vjs=3,Remote,Web App Development / Javascript,TypeScript Developer,backend,Full-time,,,Remote,12/14/2023,12/14/2023,,N/A
1382719,2023-12-14T08:41:42.846Z,Indeed,Fabletics,fabletics.com,"Engineering Manager,Engineering Manager,Engineering Manager",Engineering Manager,https://www.indeed.com/rc/clk?jk=6250a486d11fb968&bb=K9Vai8-tELpvQcELGMDuFZUNNYw7if21d0YNyK55pHltzHFRBqoUI9frim36cb2uEvQi2TFwtQ7W1ikC0GcFQW_2NXRtb5RuApI1bH5luWM%3D&xkcb=SoDZ67M3HznvSwQtJ50NbzkdCdPP&fccid=481c58ab47ba3336&vjs=3,California,Web App Development / Javascript,JavaScript Developer,general_engineering,"$153,000 - $170,000 a year - Full-time",,,California,12/14/2023,12/14/2023,Pacific Standard Time,Hidden by employer
